,image_files,exercise_label,numeric_labels,partition
7925,incline bench press_2800031.jpg,incline bench press,9.0,train
7924,incline bench press_2800041.jpg,incline bench press,9.0,train
7923,incline bench press_2800051.jpg,incline bench press,9.0,train
7922,incline bench press_2800061.jpg,incline bench press,9.0,train
7921,incline bench press_2800071.jpg,incline bench press,9.0,train
7920,incline bench press_2800081.jpg,incline bench press,9.0,train
7919,incline bench press_2800091.jpg,incline bench press,9.0,train
7918,incline bench press_2800101.jpg,incline bench press,9.0,test
7917,incline bench press_2800111.jpg,incline bench press,9.0,validation
7916,incline bench press_2800121.jpg,incline bench press,9.0,train
7915,incline bench press_2800131.jpg,incline bench press,9.0,train
7914,incline bench press_2800141.jpg,incline bench press,9.0,train
7913,incline bench press_2800151.jpg,incline bench press,9.0,train
7912,incline bench press_2800161.jpg,incline bench press,9.0,train
7911,incline bench press_2800171.jpg,incline bench press,9.0,train
7910,incline bench press_2800181.jpg,incline bench press,9.0,validation
7909,incline bench press_2800191.jpg,incline bench press,9.0,train
7908,incline bench press_2800201.jpg,incline bench press,9.0,train
7907,incline bench press_2800211.jpg,incline bench press,9.0,train
7906,incline bench press_2800221.jpg,incline bench press,9.0,train
7905,incline bench press_2800231.jpg,incline bench press,9.0,test
7904,incline bench press_2800241.jpg,incline bench press,9.0,train
7903,incline bench press_2800251.jpg,incline bench press,9.0,test
7902,incline bench press_2800261.jpg,incline bench press,9.0,train
7901,incline bench press_2800271.jpg,incline bench press,9.0,train
7900,incline bench press_2800281.jpg,incline bench press,9.0,train
7899,incline bench press_2800291.jpg,incline bench press,9.0,train
7898,incline bench press_2800301.jpg,incline bench press,9.0,test
7897,incline bench press_2800311.jpg,incline bench press,9.0,train
7896,incline bench press_2800321.jpg,incline bench press,9.0,train
7895,incline bench press_2800331.jpg,incline bench press,9.0,validation
7894,incline bench press_2800341.jpg,incline bench press,9.0,train
7893,incline bench press_2800351.jpg,incline bench press,9.0,train
7892,incline bench press_2800361.jpg,incline bench press,9.0,train
7891,incline bench press_2800371.jpg,incline bench press,9.0,train
7890,incline bench press_2800381.jpg,incline bench press,9.0,train
7889,incline bench press_2800391.jpg,incline bench press,9.0,test
7888,incline bench press_2800401.jpg,incline bench press,9.0,train
7887,incline bench press_2800411.jpg,incline bench press,9.0,validation
7886,incline bench press_2800421.jpg,incline bench press,9.0,validation
7885,incline bench press_2800431.jpg,incline bench press,9.0,test
7884,incline bench press_2800441.jpg,incline bench press,9.0,train
7883,incline bench press_2800451.jpg,incline bench press,9.0,train
7882,incline bench press_2800461.jpg,incline bench press,9.0,test
7881,incline bench press_2800471.jpg,incline bench press,9.0,test
7880,incline bench press_2800481.jpg,incline bench press,9.0,train
7879,incline bench press_2800491.jpg,incline bench press,9.0,train
7878,incline bench press_2800501.jpg,incline bench press,9.0,train
7877,incline bench press_2800511.jpg,incline bench press,9.0,train
7876,incline bench press_2800521.jpg,incline bench press,9.0,test
7875,incline bench press_2800531.jpg,incline bench press,9.0,validation
7874,incline bench press_2800541.jpg,incline bench press,9.0,train
7873,incline bench press_2800551.jpg,incline bench press,9.0,validation
7872,incline bench press_2800561.jpg,incline bench press,9.0,validation
7871,incline bench press_2800571.jpg,incline bench press,9.0,train
7870,incline bench press_2800581.jpg,incline bench press,9.0,train
7869,incline bench press_2800591.jpg,incline bench press,9.0,train
7868,incline bench press_2800601.jpg,incline bench press,9.0,validation
7867,incline bench press_2800611.jpg,incline bench press,9.0,train
7866,incline bench press_2800621.jpg,incline bench press,9.0,train
7865,incline bench press_2800631.jpg,incline bench press,9.0,train
7864,incline bench press_2800641.jpg,incline bench press,9.0,train
7863,incline bench press_2800651.jpg,incline bench press,9.0,train
7862,incline bench press_2800661.jpg,incline bench press,9.0,test
7861,incline bench press_2800671.jpg,incline bench press,9.0,validation
7860,incline bench press_2800681.jpg,incline bench press,9.0,test
7859,incline bench press_2800691.jpg,incline bench press,9.0,train
7858,incline bench press_2800701.jpg,incline bench press,9.0,validation
7857,incline bench press_2800711.jpg,incline bench press,9.0,train
7856,incline bench press_2800721.jpg,incline bench press,9.0,train
7855,incline bench press_2800731.jpg,incline bench press,9.0,validation
7854,incline bench press_2800741.jpg,incline bench press,9.0,train
7853,incline bench press_2800751.jpg,incline bench press,9.0,validation
7852,incline bench press_2800761.jpg,incline bench press,9.0,validation
7851,incline bench press_2800771.jpg,incline bench press,9.0,test
7850,incline bench press_2800781.jpg,incline bench press,9.0,test
7849,incline bench press_2900001.jpg,incline bench press,9.0,train
7848,incline bench press_2900011.jpg,incline bench press,9.0,train
7847,incline bench press_2900021.jpg,incline bench press,9.0,train
7846,incline bench press_2900031.jpg,incline bench press,9.0,train
7845,incline bench press_2900041.jpg,incline bench press,9.0,train
7844,incline bench press_2900051.jpg,incline bench press,9.0,test
7843,incline bench press_2900061.jpg,incline bench press,9.0,train
7842,incline bench press_2900071.jpg,incline bench press,9.0,test
7841,incline bench press_2900081.jpg,incline bench press,9.0,test
7840,incline bench press_2900091.jpg,incline bench press,9.0,test
7839,incline bench press_2900101.jpg,incline bench press,9.0,test
7838,incline bench press_2900111.jpg,incline bench press,9.0,test
7837,incline bench press_2900121.jpg,incline bench press,9.0,train
7836,incline bench press_2900131.jpg,incline bench press,9.0,test
7835,incline bench press_3000001.jpg,incline bench press,9.0,train
7834,incline bench press_300001.jpg,incline bench press,9.0,train
7833,incline bench press_3000011.jpg,incline bench press,9.0,validation
7832,incline bench press_3000021.jpg,incline bench press,9.0,train
7831,incline bench press_3000031.jpg,incline bench press,9.0,train
7830,incline bench press_3000041.jpg,incline bench press,9.0,train
7829,incline bench press_3000051.jpg,incline bench press,9.0,test
7828,incline bench press_3000061.jpg,incline bench press,9.0,train
7827,incline bench press_3000071.jpg,incline bench press,9.0,train
7826,incline bench press_3000081.jpg,incline bench press,9.0,train
7825,incline bench press_3000091.jpg,incline bench press,9.0,train
7824,incline bench press_3000101.jpg,incline bench press,9.0,train
7823,incline bench press_300011.jpg,incline bench press,9.0,test
7822,incline bench press_3000111.jpg,incline bench press,9.0,validation
7821,incline bench press_3000121.jpg,incline bench press,9.0,train
7820,incline bench press_3000131.jpg,incline bench press,9.0,validation
7819,incline bench press_3000141.jpg,incline bench press,9.0,train
7818,incline bench press_3000151.jpg,incline bench press,9.0,train
7817,incline bench press_3000161.jpg,incline bench press,9.0,validation
7816,incline bench press_3000171.jpg,incline bench press,9.0,train
7815,incline bench press_3000181.jpg,incline bench press,9.0,train
7814,incline bench press_3000191.jpg,incline bench press,9.0,train
7813,incline bench press_3000201.jpg,incline bench press,9.0,validation
7812,incline bench press_300021.jpg,incline bench press,9.0,train
7811,incline bench press_3000211.jpg,incline bench press,9.0,train
7810,incline bench press_3000221.jpg,incline bench press,9.0,test
7809,incline bench press_3000231.jpg,incline bench press,9.0,train
7808,incline bench press_3000241.jpg,incline bench press,9.0,test
7807,incline bench press_3000251.jpg,incline bench press,9.0,train
7806,incline bench press_3000261.jpg,incline bench press,9.0,train
7805,incline bench press_3000271.jpg,incline bench press,9.0,validation
7804,incline bench press_3000281.jpg,incline bench press,9.0,validation
7803,incline bench press_3000291.jpg,incline bench press,9.0,train
7802,incline bench press_3000301.jpg,incline bench press,9.0,train
7801,incline bench press_300031.jpg,incline bench press,9.0,train
7800,incline bench press_3000311.jpg,incline bench press,9.0,train
7799,incline bench press_3000321.jpg,incline bench press,9.0,train
7798,incline bench press_3000331.jpg,incline bench press,9.0,train
7797,incline bench press_3000341.jpg,incline bench press,9.0,validation
7796,incline bench press_3000351.jpg,incline bench press,9.0,train
7795,incline bench press_3000361.jpg,incline bench press,9.0,train
7794,incline bench press_3000371.jpg,incline bench press,9.0,train
7793,incline bench press_3000381.jpg,incline bench press,9.0,train
7792,incline bench press_3000391.jpg,incline bench press,9.0,validation
7791,incline bench press_3000401.jpg,incline bench press,9.0,test
7790,incline bench press_300041.jpg,incline bench press,9.0,train
7789,incline bench press_3000411.jpg,incline bench press,9.0,train
7788,incline bench press_3000421.jpg,incline bench press,9.0,test
7787,incline bench press_3000431.jpg,incline bench press,9.0,train
7786,incline bench press_3000441.jpg,incline bench press,9.0,train
7785,incline bench press_3000451.jpg,incline bench press,9.0,train
7784,incline bench press_3000461.jpg,incline bench press,9.0,test
7783,incline bench press_3000471.jpg,incline bench press,9.0,test
7782,incline bench press_3000481.jpg,incline bench press,9.0,train
7781,incline bench press_3000491.jpg,incline bench press,9.0,train
7780,incline bench press_3000501.jpg,incline bench press,9.0,train
7779,incline bench press_3000511.jpg,incline bench press,9.0,train
7778,incline bench press_3000521.jpg,incline bench press,9.0,train
7777,incline bench press_3000531.jpg,incline bench press,9.0,train
7776,incline bench press_3000541.jpg,incline bench press,9.0,train
7775,incline bench press_3000551.jpg,incline bench press,9.0,train
7774,incline bench press_3000561.jpg,incline bench press,9.0,train
7773,incline bench press_3000571.jpg,incline bench press,9.0,train
7772,incline bench press_3000581.jpg,incline bench press,9.0,train
7771,incline bench press_3000591.jpg,incline bench press,9.0,train
7770,incline bench press_3000601.jpg,incline bench press,9.0,validation
7769,incline bench press_3000611.jpg,incline bench press,9.0,train
7768,incline bench press_3000621.jpg,incline bench press,9.0,train
7767,incline bench press_3000631.jpg,incline bench press,9.0,train
7766,incline bench press_3000641.jpg,incline bench press,9.0,train
7765,incline bench press_3000651.jpg,incline bench press,9.0,train
7764,incline bench press_3000661.jpg,incline bench press,9.0,validation
7763,incline bench press_3000671.jpg,incline bench press,9.0,train
7762,incline bench press_3000681.jpg,incline bench press,9.0,train
7761,incline bench press_3000691.jpg,incline bench press,9.0,train
7760,incline bench press_3000701.jpg,incline bench press,9.0,train
7759,incline bench press_3000711.jpg,incline bench press,9.0,train
7758,incline bench press_3000721.jpg,incline bench press,9.0,train
7757,incline bench press_3000731.jpg,incline bench press,9.0,train
7756,incline bench press_3000741.jpg,incline bench press,9.0,train
7755,incline bench press_3000751.jpg,incline bench press,9.0,train
7754,incline bench press_3000761.jpg,incline bench press,9.0,train
7753,incline bench press_3000771.jpg,incline bench press,9.0,train
7752,incline bench press_3000781.jpg,incline bench press,9.0,test
7751,incline bench press_3000791.jpg,incline bench press,9.0,train
7750,incline bench press_3000801.jpg,incline bench press,9.0,train
7749,incline bench press_3000811.jpg,incline bench press,9.0,validation
7748,incline bench press_3000821.jpg,incline bench press,9.0,test
7747,incline bench press_3000831.jpg,incline bench press,9.0,train
7746,incline bench press_3000841.jpg,incline bench press,9.0,test
7745,incline bench press_3000851.jpg,incline bench press,9.0,train
7744,incline bench press_3000861.jpg,incline bench press,9.0,train
7743,incline bench press_3000871.jpg,incline bench press,9.0,train
7742,incline bench press_3000881.jpg,incline bench press,9.0,train
7741,incline bench press_3100001.jpg,incline bench press,9.0,test
7740,incline bench press_3100011.jpg,incline bench press,9.0,test
7739,incline bench press_3100021.jpg,incline bench press,9.0,train
7738,incline bench press_3100031.jpg,incline bench press,9.0,train
7737,incline bench press_3100041.jpg,incline bench press,9.0,train
7736,incline bench press_3100051.jpg,incline bench press,9.0,train
7735,incline bench press_3100061.jpg,incline bench press,9.0,validation
7734,incline bench press_3100071.jpg,incline bench press,9.0,validation
7733,incline bench press_3100081.jpg,incline bench press,9.0,train
7732,incline bench press_3100091.jpg,incline bench press,9.0,validation
7731,incline bench press_3100101.jpg,incline bench press,9.0,train
7730,incline bench press_3100111.jpg,incline bench press,9.0,train
7729,incline bench press_3100121.jpg,incline bench press,9.0,train
7728,incline bench press_3100131.jpg,incline bench press,9.0,validation
7727,incline bench press_3100141.jpg,incline bench press,9.0,test
7726,incline bench press_3100151.jpg,incline bench press,9.0,validation
7725,incline bench press_3100161.jpg,incline bench press,9.0,validation
7724,incline bench press_3100171.jpg,incline bench press,9.0,train
7723,incline bench press_3100181.jpg,incline bench press,9.0,train
7722,incline bench press_3100191.jpg,incline bench press,9.0,train
7721,incline bench press_3100201.jpg,incline bench press,9.0,validation
7720,incline bench press_3100211.jpg,incline bench press,9.0,test
7719,incline bench press_3100221.jpg,incline bench press,9.0,validation
7718,incline bench press_3100231.jpg,incline bench press,9.0,validation
7717,incline bench press_3100241.jpg,incline bench press,9.0,validation
7716,incline bench press_3100251.jpg,incline bench press,9.0,validation
7715,incline bench press_3100261.jpg,incline bench press,9.0,train
7714,incline bench press_3100271.jpg,incline bench press,9.0,train
7713,incline bench press_3100281.jpg,incline bench press,9.0,train
7712,incline bench press_3100291.jpg,incline bench press,9.0,train
7711,incline bench press_3100301.jpg,incline bench press,9.0,test
7710,incline bench press_3100311.jpg,incline bench press,9.0,validation
7709,incline bench press_3100321.jpg,incline bench press,9.0,train
7708,incline bench press_3100331.jpg,incline bench press,9.0,test
7707,incline bench press_3100341.jpg,incline bench press,9.0,test
7706,incline bench press_3100351.jpg,incline bench press,9.0,validation
7705,incline bench press_3100361.jpg,incline bench press,9.0,validation
7704,incline bench press_3100371.jpg,incline bench press,9.0,train
7703,incline bench press_3100381.jpg,incline bench press,9.0,validation
7702,incline bench press_3100391.jpg,incline bench press,9.0,test
7701,incline bench press_3100401.jpg,incline bench press,9.0,test
7700,incline bench press_3100411.jpg,incline bench press,9.0,train
7699,incline bench press_3100421.jpg,incline bench press,9.0,train
7698,incline bench press_3100431.jpg,incline bench press,9.0,validation
7697,incline bench press_3100441.jpg,incline bench press,9.0,validation
7696,incline bench press_3100451.jpg,incline bench press,9.0,train
7695,incline bench press_3100461.jpg,incline bench press,9.0,train
7694,incline bench press_3100471.jpg,incline bench press,9.0,validation
7693,incline bench press_3100481.jpg,incline bench press,9.0,train
7692,incline bench press_3100491.jpg,incline bench press,9.0,test
7691,incline bench press_3100501.jpg,incline bench press,9.0,train
7690,incline bench press_3100511.jpg,incline bench press,9.0,train
7689,incline bench press_3100521.jpg,incline bench press,9.0,validation
7688,incline bench press_3100531.jpg,incline bench press,9.0,validation
7687,incline bench press_3100541.jpg,incline bench press,9.0,test
7686,incline bench press_3100551.jpg,incline bench press,9.0,train
7685,incline bench press_3100561.jpg,incline bench press,9.0,train
7684,incline bench press_3100571.jpg,incline bench press,9.0,test
7683,incline bench press_3100581.jpg,incline bench press,9.0,validation
7682,incline bench press_3100591.jpg,incline bench press,9.0,train
7681,incline bench press_3100601.jpg,incline bench press,9.0,validation
7680,incline bench press_3100611.jpg,incline bench press,9.0,train
7679,incline bench press_3100621.jpg,incline bench press,9.0,train
7678,incline bench press_3100631.jpg,incline bench press,9.0,train
7677,incline bench press_3100641.jpg,incline bench press,9.0,train
7676,incline bench press_3100651.jpg,incline bench press,9.0,train
7675,incline bench press_3100661.jpg,incline bench press,9.0,train
7674,incline bench press_3100671.jpg,incline bench press,9.0,train
7673,incline bench press_3100681.jpg,incline bench press,9.0,train
7672,incline bench press_3100691.jpg,incline bench press,9.0,train
7671,incline bench press_3100701.jpg,incline bench press,9.0,test
7670,incline bench press_3200001.jpg,incline bench press,9.0,train
7669,incline bench press_3200011.jpg,incline bench press,9.0,train
7668,incline bench press_3200021.jpg,incline bench press,9.0,train
7667,incline bench press_3200031.jpg,incline bench press,9.0,train
7666,incline bench press_3200041.jpg,incline bench press,9.0,train
7665,incline bench press_3200051.jpg,incline bench press,9.0,test
7664,incline bench press_3200061.jpg,incline bench press,9.0,train
7663,incline bench press_3200071.jpg,incline bench press,9.0,train
7662,incline bench press_3200081.jpg,incline bench press,9.0,validation
7661,incline bench press_3200091.jpg,incline bench press,9.0,test
7660,incline bench press_3200101.jpg,incline bench press,9.0,train
7659,incline bench press_3200111.jpg,incline bench press,9.0,validation
7658,incline bench press_3200121.jpg,incline bench press,9.0,train
7657,incline bench press_3200131.jpg,incline bench press,9.0,validation
7656,incline bench press_3200141.jpg,incline bench press,9.0,train
7655,incline bench press_3200151.jpg,incline bench press,9.0,train
7654,incline bench press_3200161.jpg,incline bench press,9.0,validation
7653,incline bench press_3200171.jpg,incline bench press,9.0,train
7652,incline bench press_3200181.jpg,incline bench press,9.0,validation
7651,incline bench press_3200191.jpg,incline bench press,9.0,test
7650,incline bench press_3200201.jpg,incline bench press,9.0,validation
7649,incline bench press_3200211.jpg,incline bench press,9.0,validation
7648,incline bench press_3200221.jpg,incline bench press,9.0,validation
7647,incline bench press_3200231.jpg,incline bench press,9.0,train
7646,incline bench press_3200241.jpg,incline bench press,9.0,train
7645,incline bench press_3200251.jpg,incline bench press,9.0,train
7644,incline bench press_3200261.jpg,incline bench press,9.0,test
7643,incline bench press_3200271.jpg,incline bench press,9.0,test
7642,incline bench press_3200281.jpg,incline bench press,9.0,train
7641,incline bench press_3200291.jpg,incline bench press,9.0,test
7640,incline bench press_3200301.jpg,incline bench press,9.0,train
7639,incline bench press_3200311.jpg,incline bench press,9.0,train
7638,incline bench press_3200321.jpg,incline bench press,9.0,test
7637,incline bench press_3200331.jpg,incline bench press,9.0,test
7636,incline bench press_3200341.jpg,incline bench press,9.0,train
7635,incline bench press_3200351.jpg,incline bench press,9.0,validation
7634,incline bench press_3200361.jpg,incline bench press,9.0,validation
7633,incline bench press_3200371.jpg,incline bench press,9.0,train
7632,incline bench press_3200381.jpg,incline bench press,9.0,train
7631,incline bench press_3200391.jpg,incline bench press,9.0,test
7630,incline bench press_3200401.jpg,incline bench press,9.0,train
7629,incline bench press_3200411.jpg,incline bench press,9.0,train
7628,incline bench press_3200421.jpg,incline bench press,9.0,validation
7627,incline bench press_3200431.jpg,incline bench press,9.0,test
7626,incline bench press_3200441.jpg,incline bench press,9.0,train
7625,incline bench press_3200451.jpg,incline bench press,9.0,train
7624,incline bench press_3200461.jpg,incline bench press,9.0,test
7623,incline bench press_3200471.jpg,incline bench press,9.0,validation
7622,incline bench press_3200481.jpg,incline bench press,9.0,validation
7621,incline bench press_3200491.jpg,incline bench press,9.0,train
7620,incline bench press_3200501.jpg,incline bench press,9.0,test
7619,incline bench press_3200511.jpg,incline bench press,9.0,validation
7618,incline bench press_3200521.jpg,incline bench press,9.0,test
7617,incline bench press_3200531.jpg,incline bench press,9.0,validation
7616,incline bench press_3200541.jpg,incline bench press,9.0,test
7615,incline bench press_3200551.jpg,incline bench press,9.0,validation
7614,incline bench press_3200561.jpg,incline bench press,9.0,validation
7613,incline bench press_3200571.jpg,incline bench press,9.0,test
7612,incline bench press_3200581.jpg,incline bench press,9.0,train
7611,incline bench press_3200591.jpg,incline bench press,9.0,test
7610,incline bench press_3200601.jpg,incline bench press,9.0,test
7609,incline bench press_3200611.jpg,incline bench press,9.0,train
7608,incline bench press_3200621.jpg,incline bench press,9.0,train
7607,incline bench press_3200631.jpg,incline bench press,9.0,train
7606,incline bench press_3200641.jpg,incline bench press,9.0,train
7605,incline bench press_3200651.jpg,incline bench press,9.0,test
7604,incline bench press_3200661.jpg,incline bench press,9.0,validation
7603,incline bench press_3200671.jpg,incline bench press,9.0,train
7602,incline bench press_3200681.jpg,incline bench press,9.0,train
7601,incline bench press_3200691.jpg,incline bench press,9.0,test
7600,incline bench press_3200701.jpg,incline bench press,9.0,validation
7599,incline bench press_3200711.jpg,incline bench press,9.0,validation
7598,incline bench press_3200721.jpg,incline bench press,9.0,train
7597,incline bench press_3200731.jpg,incline bench press,9.0,validation
7596,incline bench press_3200741.jpg,incline bench press,9.0,test
7595,incline bench press_3200751.jpg,incline bench press,9.0,train
7594,incline bench press_3200761.jpg,incline bench press,9.0,train
7593,incline bench press_3200771.jpg,incline bench press,9.0,train
7592,incline bench press_3200781.jpg,incline bench press,9.0,train
7591,incline bench press_3200791.jpg,incline bench press,9.0,train
7590,incline bench press_3200801.jpg,incline bench press,9.0,validation
7589,incline bench press_3200811.jpg,incline bench press,9.0,train
7588,incline bench press_3200821.jpg,incline bench press,9.0,train
7587,incline bench press_3200831.jpg,incline bench press,9.0,train
7586,incline bench press_3200841.jpg,incline bench press,9.0,train
7585,incline bench press_3200851.jpg,incline bench press,9.0,test
7584,incline bench press_3200861.jpg,incline bench press,9.0,test
7583,incline bench press_3200871.jpg,incline bench press,9.0,test
7582,incline bench press_3200881.jpg,incline bench press,9.0,train
7581,incline bench press_3200891.jpg,incline bench press,9.0,validation
7580,incline bench press_3200901.jpg,incline bench press,9.0,validation
7579,incline bench press_3200911.jpg,incline bench press,9.0,validation
7578,incline bench press_3300001.jpg,incline bench press,9.0,validation
7577,incline bench press_3300011.jpg,incline bench press,9.0,train
7576,incline bench press_3300021.jpg,incline bench press,9.0,train
7575,incline bench press_3300031.jpg,incline bench press,9.0,train
7574,incline bench press_3300041.jpg,incline bench press,9.0,test
7573,incline bench press_3300051.jpg,incline bench press,9.0,test
7572,incline bench press_3300061.jpg,incline bench press,9.0,train
7571,incline bench press_3300071.jpg,incline bench press,9.0,train
7570,incline bench press_400001.jpg,incline bench press,9.0,train
7569,incline bench press_400011.jpg,incline bench press,9.0,test
7568,incline bench press_400021.jpg,incline bench press,9.0,train
7567,incline bench press_400031.jpg,incline bench press,9.0,test
7566,incline bench press_400041.jpg,incline bench press,9.0,train
7565,incline bench press_500001.jpg,incline bench press,9.0,test
7564,incline bench press_500011.jpg,incline bench press,9.0,test
7563,incline bench press_500021.jpg,incline bench press,9.0,train
7562,incline bench press_500031.jpg,incline bench press,9.0,train
7561,incline bench press_600001.jpg,incline bench press,9.0,test
7560,incline bench press_600011.jpg,incline bench press,9.0,test
7559,incline bench press_600021.jpg,incline bench press,9.0,train
7558,incline bench press_600031.jpg,incline bench press,9.0,test
7557,incline bench press_600041.jpg,incline bench press,9.0,validation
7556,incline bench press_600051.jpg,incline bench press,9.0,test
7555,incline bench press_600061.jpg,incline bench press,9.0,train
7554,incline bench press_600071.jpg,incline bench press,9.0,train
7553,incline bench press_600081.jpg,incline bench press,9.0,train
7552,incline bench press_600091.jpg,incline bench press,9.0,train
7551,incline bench press_600101.jpg,incline bench press,9.0,train
7550,incline bench press_700001.jpg,incline bench press,9.0,test
7549,incline bench press_700011.jpg,incline bench press,9.0,train
7548,incline bench press_700021.jpg,incline bench press,9.0,validation
7547,incline bench press_700031.jpg,incline bench press,9.0,validation
7546,incline bench press_800001.jpg,incline bench press,9.0,validation
7545,incline bench press_800011.jpg,incline bench press,9.0,train
7544,incline bench press_800021.jpg,incline bench press,9.0,train
7543,incline bench press_800031.jpg,incline bench press,9.0,train
7542,incline bench press_900001.jpg,incline bench press,9.0,train
7541,incline bench press_900011.jpg,incline bench press,9.0,train
7540,incline bench press_900021.jpg,incline bench press,9.0,validation
7539,incline bench press_900031.jpg,incline bench press,9.0,train
7538,incline bench press_900041.jpg,incline bench press,9.0,train
7537,incline bench press_900051.jpg,incline bench press,9.0,train
7536,incline bench press_900061.jpg,incline bench press,9.0,train
7535,incline bench press_g1.jpg,incline bench press,9.0,train
7534,incline bench press_g10.jpg,incline bench press,9.0,train
7533,incline bench press_g11.jpg,incline bench press,9.0,test
7532,incline bench press_g12.jpg,incline bench press,9.0,validation
7531,incline bench press_g13.jpg,incline bench press,9.0,validation
7530,incline bench press_g14.jpg,incline bench press,9.0,train
7529,incline bench press_g15.jpg,incline bench press,9.0,test
7528,incline bench press_g16.jpg,incline bench press,9.0,test
7527,incline bench press_g17.jpg,incline bench press,9.0,train
7526,incline bench press_g18.jpg,incline bench press,9.0,train
7525,incline bench press_g19.jpg,incline bench press,9.0,validation
7524,incline bench press_g2.jpg,incline bench press,9.0,validation
7523,incline bench press_g20.jpg,incline bench press,9.0,train
7522,incline bench press_g21.jpg,incline bench press,9.0,train
7521,incline bench press_g22.jpg,incline bench press,9.0,train
7520,incline bench press_g23.jpg,incline bench press,9.0,train
7519,incline bench press_g24.jpg,incline bench press,9.0,test
7518,incline bench press_g25.jpg,incline bench press,9.0,validation
7517,incline bench press_g26.jpg,incline bench press,9.0,train
7516,incline bench press_g27.jpg,incline bench press,9.0,train
7515,incline bench press_g28.jpg,incline bench press,9.0,train
7514,incline bench press_g29.jpg,incline bench press,9.0,train
7513,incline bench press_g3.jpg,incline bench press,9.0,validation
7512,incline bench press_g30.jpg,incline bench press,9.0,train
7511,incline bench press_g31.jpg,incline bench press,9.0,train
7510,incline bench press_g32.jpg,incline bench press,9.0,train
7509,incline bench press_g4.jpg,incline bench press,9.0,test
7508,incline bench press_g5.jpg,incline bench press,9.0,train
7507,incline bench press_g6.jpg,incline bench press,9.0,validation
7506,incline bench press_g7.jpg,incline bench press,9.0,train
7505,incline bench press_g8.jpg,incline bench press,9.0,train
7504,incline bench press_g9.jpg,incline bench press,9.0,train
7503,leg extension_1000011.jpg,leg extension,10.0,train
7502,leg extension_1000021.jpg,leg extension,10.0,train
7501,leg extension_1000031.jpg,leg extension,10.0,test
7500,leg extension_1000041.jpg,leg extension,10.0,validation
7499,leg extension_1000051.jpg,leg extension,10.0,train
7498,leg extension_1000061.jpg,leg extension,10.0,train
7497,leg extension_1000071.jpg,leg extension,10.0,validation
7496,leg extension_1000081.jpg,leg extension,10.0,validation
7495,leg extension_1000091.jpg,leg extension,10.0,train
7494,leg extension_1000101.jpg,leg extension,10.0,train
7493,leg extension_1000111.jpg,leg extension,10.0,train
7492,leg extension_1000121.jpg,leg extension,10.0,validation
7491,leg extension_1000131.jpg,leg extension,10.0,validation
7490,leg extension_1000141.jpg,leg extension,10.0,train
7489,leg extension_1000151.jpg,leg extension,10.0,train
7488,leg extension_1000161.jpg,leg extension,10.0,train
7487,leg extension_1000171.jpg,leg extension,10.0,validation
7486,leg extension_100031.jpg,leg extension,10.0,train
7485,leg extension_100041.jpg,leg extension,10.0,train
7484,leg extension_100051.jpg,leg extension,10.0,test
7483,leg extension_100061.jpg,leg extension,10.0,train
7482,leg extension_100071.jpg,leg extension,10.0,train
7481,leg extension_100081.jpg,leg extension,10.0,validation
7480,leg extension_100091.jpg,leg extension,10.0,train
7479,leg extension_100101.jpg,leg extension,10.0,test
7478,leg extension_100111.jpg,leg extension,10.0,train
7477,leg extension_100121.jpg,leg extension,10.0,train
7476,leg extension_100131.jpg,leg extension,10.0,train
7475,leg extension_100141.jpg,leg extension,10.0,train
7474,leg extension_100151.jpg,leg extension,10.0,train
7473,leg extension_100161.jpg,leg extension,10.0,test
7472,leg extension_100171.jpg,leg extension,10.0,test
7471,leg extension_100181.jpg,leg extension,10.0,train
7470,leg extension_100191.jpg,leg extension,10.0,train
7469,leg extension_100201.jpg,leg extension,10.0,validation
7468,leg extension_100211.jpg,leg extension,10.0,train
7467,leg extension_100221.jpg,leg extension,10.0,test
7466,leg extension_100231.jpg,leg extension,10.0,train
7465,leg extension_100241.jpg,leg extension,10.0,test
7464,leg extension_100251.jpg,leg extension,10.0,train
7463,leg extension_100261.jpg,leg extension,10.0,validation
7462,leg extension_100271.jpg,leg extension,10.0,train
7461,leg extension_100281.jpg,leg extension,10.0,train
7460,leg extension_100291.jpg,leg extension,10.0,validation
7459,leg extension_100301.jpg,leg extension,10.0,validation
7458,leg extension_100311.jpg,leg extension,10.0,validation
7457,leg extension_100321.jpg,leg extension,10.0,train
7456,leg extension_100331.jpg,leg extension,10.0,train
7455,leg extension_100341.jpg,leg extension,10.0,train
7454,leg extension_1100001.jpg,leg extension,10.0,validation
7453,leg extension_1100011.jpg,leg extension,10.0,train
7452,leg extension_1100021.jpg,leg extension,10.0,train
7451,leg extension_1100031.jpg,leg extension,10.0,test
7450,leg extension_1100041.jpg,leg extension,10.0,train
7449,leg extension_1100051.jpg,leg extension,10.0,train
7448,leg extension_1100061.jpg,leg extension,10.0,train
7447,leg extension_1100071.jpg,leg extension,10.0,validation
7446,leg extension_1100081.jpg,leg extension,10.0,test
7445,leg extension_1100091.jpg,leg extension,10.0,test
7444,leg extension_1100101.jpg,leg extension,10.0,test
7443,leg extension_1100111.jpg,leg extension,10.0,validation
7442,leg extension_1200001.jpg,leg extension,10.0,test
7441,leg extension_1200011.jpg,leg extension,10.0,train
7440,leg extension_1200021.jpg,leg extension,10.0,train
